cell_model_index,source.ip,destination.ip,source.port,destination.port,network.protocol,network.transport,Argus.transaction.state,count_z_score_mean,count_z_score_standard_deviation
6377,59.166.0.3,149.171.126.9,*,80,*,*,FIN,24.22222222222222,4.3018801516902085
6378,59.166.0.4,149.171.126.0,*,111,*,*,CON,12.333333333333334,4.2946995755750415
6379,59.166.0.4,149.171.126.0,*,143,*,*,FIN,6.611111111111111,2.2641870969238704
6380,59.166.0.4,149.171.126.0,*,21,*,*,FIN,6.888888888888889,2.9793528172870936
6381,59.166.0.4,149.171.126.0,*,22,*,*,FIN,7.5,4.400126260814695
6382,59.166.0.4,149.171.126.0,*,25,*,*,FIN,12.777777777777779,4.64943910064615
6383,59.166.0.4,149.171.126.0,*,5190,*,*,FIN,15.555555555555555,6.352796603965691
6384,59.166.0.4,149.171.126.0,*,53,*,*,CON,54.111111111111114,6.756798131338121
6385,59.166.0.4,149.171.126.0,*,6881,*,*,FIN,25.166666666666668,16.753938177170298
6386,59.166.0.4,149.171.126.0,*,80,*,*,FIN,30.0,5.811865258054231
6387,59.166.0.4,149.171.126.1,*,111,*,*,CON,13.666666666666666,3.1622776601683795
6388,59.166.0.4,149.171.126.1,*,143,*,*,FIN,6.888888888888889,2.469567863432541
6389,59.166.0.4,149.171.126.1,*,21,*,*,FIN,6.333333333333333,2.211083193570267
6390,59.166.0.4,149.171.126.1,*,22,*,*,FIN,5.833333333333333,3.166666666666667
6391,59.166.0.4,149.171.126.1,*,25,*,*,FIN,10.555555555555555,3.7891984233288736
6392,59.166.0.4,149.171.126.1,*,5190,*,*,FIN,17.0,5.70574758954123
6393,59.166.0.4,149.171.126.1,*,53,*,*,CON,51.44444444444444,10.19924954876704
6394,59.166.0.4,149.171.126.1,*,80,*,*,FIN,28.88888888888889,3.7548322774924006
6395,59.166.0.4,149.171.126.1,*,6881,*,*,FIN,26.5,21.955131012539592
6396,59.166.0.4,149.171.126.2,*,111,*,*,CON,12.88888888888889,3.710179523792
6397,59.166.0.4,149.171.126.2,*,143,*,*,FIN,6.777777777777778,2.57240820062005
6398,59.166.0.4,149.171.126.2,*,21,*,*,FIN,6.944444444444445,2.9339435392246433
6399,59.166.0.4,149.171.126.2,*,22,*,*,FIN,6.611111111111111,3.401615447742585
6400,59.166.0.4,149.171.126.2,*,25,*,*,FIN,11.88888888888889,4.319064827905958
6401,59.166.0.4,149.171.126.2,*,5190,*,*,FIN,15.777777777777779,4.3018801516902085
6402,59.166.0.4,149.171.126.2,*,53,*,*,CON,54.94444444444444,6.328702010349552
6403,59.166.0.4,149.171.126.2,*,6881,*,*,FIN,18.72222222222222,12.735800614172264
6404,59.166.0.4,149.171.126.2,*,80,*,*,FIN,25.77777777777778,2.9917582261858358
6405,59.166.0.4,149.171.126.3,*,111,*,*,CON,11.166666666666666,3.270236145058097
6406,59.166.0.4,149.171.126.3,*,143,*,*,FIN,7.333333333333333,2.848001248439177
6407,59.166.0.4,149.171.126.3,*,21,*,*,FIN,5.833333333333333,2.852873794770615
6408,59.166.0.4,149.171.126.3,*,22,*,*,FIN,6.722222222222222,3.9130203673200743
6409,59.166.0.4,149.171.126.3,*,25,*,*,FIN,11.88888888888889,3.510126444206959
6410,59.166.0.4,149.171.126.3,*,5190,*,*,FIN,18.055555555555557,5.275438077883224
6411,59.166.0.4,149.171.126.3,*,53,*,*,CON,57.611111111111114,7.14250880984864
6412,59.166.0.4,149.171.126.3,*,6881,*,*,FIN,18.0,11.661903789690601
6413,59.166.0.4,149.171.126.3,*,80,*,*,FIN,27.944444444444443,5.582434974714312
6414,59.166.0.4,149.171.126.4,*,111,*,*,CON,12.722222222222221,4.862618813807542
6415,59.166.0.4,149.171.126.4,*,143,*,*,FIN,6.777777777777778,1.90191586318041
6416,59.166.0.4,149.171.126.4,*,21,*,*,FIN,6.944444444444445,1.8096108305447034
6417,59.166.0.4,149.171.126.4,*,22,*,*,FIN,6.444444444444445,3.7001835122992692
6418,59.166.0.4,149.171.126.4,*,25,*,*,FIN,11.944444444444445,2.3681268317719018
6419,59.166.0.4,149.171.126.4,*,5190,*,*,FIN,15.444444444444445,6.112121128655585
6420,59.166.0.4,149.171.126.4,*,53,*,*,CON,54.388888888888886,6.575534527396815
6421,59.166.0.4,149.171.126.4,*,6881,*,*,FIN,18.055555555555557,14.676028157138967
6422,59.166.0.4,149.171.126.4,*,80,*,*,FIN,31.0,6.101001739241042
6423,59.166.0.4,149.171.126.5,*,111,*,*,CON,12.666666666666666,3.3166247903553994
6424,59.166.0.4,149.171.126.5,*,143,*,*,FIN,5.888888888888889,2.7866524897743226
6425,59.166.0.4,149.171.126.5,*,21,*,*,FIN,6.111111111111111,2.4469683939494713
6426,59.166.0.4,149.171.126.5,*,22,*,*,FIN,7.166666666666667,3.919325338768282
6427,59.166.0.4,149.171.126.5,*,25,*,*,FIN,10.333333333333334,2.6666666666666665
6428,59.166.0.4,149.171.126.5,*,5190,*,*,FIN,16.944444444444443,7.0037467926676555
6429,59.166.0.4,149.171.126.5,*,53,*,*,CON,52.833333333333336,7.7549267494212275
6430,59.166.0.4,149.171.126.5,*,6881,*,*,FIN,19.0,14.866068747318506
6431,59.166.0.4,149.171.126.5,*,80,*,*,FIN,26.38888888888889,4.111486469350753
6432,59.166.0.4,149.171.126.6,*,111,*,*,CON,11.5,3.0046260628866577
6433,59.166.0.4,149.171.126.6,*,143,*,*,FIN,6.444444444444445,2.0608041101101566
6434,59.166.0.4,149.171.126.6,*,21,*,*,FIN,6.888888888888889,2.105255035721824
6435,59.166.0.4,149.171.126.6,*,22,*,*,FIN,6.055555555555555,4.22258770347997
6436,59.166.0.4,149.171.126.6,*,25,*,*,FIN,12.277777777777779,3.245604815328562
6437,59.166.0.4,149.171.126.6,*,5190,*,*,FIN,15.5,5.74697988318889
6438,59.166.0.4,149.171.126.6,*,53,*,*,CON,52.5,7.7977917101930565
6439,59.166.0.4,149.171.126.6,*,6881,*,*,FIN,15.5,10.70436048222094
6440,59.166.0.4,149.171.126.6,*,80,*,*,FIN,26.555555555555557,3.320345066107541
6441,59.166.0.4,149.171.126.7,*,111,*,*,CON,11.222222222222221,3.7350525142159134
6442,59.166.0.4,149.171.126.7,*,143,*,*,FIN,5.777777777777778,2.9165343885348194
6443,59.166.0.4,149.171.126.7,*,21,*,*,FIN,6.833333333333333,2.565800719723442
6444,59.166.0.4,149.171.126.7,*,22,*,*,FIN,6.055555555555555,2.655648533937138
6445,59.166.0.4,149.171.126.7,*,25,*,*,FIN,11.833333333333334,3.7896056669673577
6446,59.166.0.4,149.171.126.7,*,5190,*,*,FIN,14.055555555555555,5.671294406651236
6447,59.166.0.4,149.171.126.7,*,53,*,*,CON,51.77777777777778,8.120998539831824
6448,59.166.0.4,149.171.126.7,*,6881,*,*,FIN,19.555555555555557,18.451805759937674
6449,59.166.0.4,149.171.126.7,*,80,*,*,FIN,27.944444444444443,5.622101447978151
6450,59.166.0.4,149.171.126.8,*,111,*,*,CON,10.833333333333334,3.7006005518624194
6451,59.166.0.4,149.171.126.8,*,143,*,*,FIN,7.388888888888889,2.1118419787498013
6452,59.166.0.4,149.171.126.8,*,21,*,*,FIN,6.944444444444445,2.697163576430746
6453,59.166.0.4,149.171.126.8,*,22,*,*,FIN,6.111111111111111,3.3646675399392714
6454,59.166.0.4,149.171.126.8,*,25,*,*,FIN,10.11111111111111,2.9038076323048845
6455,59.166.0.4,149.171.126.8,*,5190,*,*,FIN,15.055555555555555,5.2331446061747435
6456,59.166.0.4,149.171.126.8,*,53,*,*,CON,52.72222222222222,7.621647208631446
6457,59.166.0.4,149.171.126.8,*,6881,*,*,FIN,17.61111111111111,17.451962286640462
6458,59.166.0.4,149.171.126.8,*,80,*,*,FIN,28.055555555555557,6.0412675474809845
6459,59.166.0.4,149.171.126.9,*,111,*,*,CON,10.944444444444445,2.61347410807535
6460,59.166.0.4,149.171.126.9,*,143,*,*,FIN,6.555555555555555,3.040873818534224
6461,59.166.0.4,149.171.126.9,*,21,*,*,FIN,6.222222222222222,2.5507200629442215
6462,59.166.0.4,149.171.126.9,*,22,*,*,FIN,5.666666666666667,3.0368111930480994
6463,59.166.0.4,149.171.126.9,*,25,*,*,FIN,11.055555555555555,3.5193468810470794
6464,59.166.0.4,149.171.126.9,*,5190,*,*,FIN,16.27777777777778,6.788925259040602
6465,59.166.0.4,149.171.126.9,*,53,*,*,CON,51.55555555555556,8.668091051040927
6466,59.166.0.4,149.171.126.9,*,6881,*,*,FIN,16.72222222222222,11.124575175686763
6467,59.166.0.4,149.171.126.9,*,80,*,*,FIN,26.5,6.256108126374486
6468,59.166.0.5,149.171.126.0,*,111,*,*,CON,13.722222222222221,4.5558942963490905
6469,59.166.0.5,149.171.126.0,*,143,*,*,FIN,6.166666666666667,2.455153310442706
6470,59.166.0.5,149.171.126.0,*,21,*,*,FIN,4.833333333333333,1.7078251276599332
6471,59.166.0.5,149.171.126.0,*,22,*,*,FIN,6.888888888888889,3.4623192113073076
6472,59.166.0.5,149.171.126.0,*,25,*,*,FIN,10.0,3.073181485764296
6473,59.166.0.5,149.171.126.0,*,5190,*,*,FIN,15.944444444444445,5.854459100380213
6474,59.166.0.5,149.171.126.0,*,53,*,*,CON,53.0,7.26483157256779
6475,59.166.0.5,149.171.126.0,*,6881,*,*,FIN,21.666666666666668,18.49023766447822
6476,59.166.0.5,149.171.126.0,*,80,*,*,FIN,27.555555555555557,4.609437447264787
6477,59.166.0.5,149.171.126.1,*,111,*,*,CON,12.11111111111111,4.201704533597564
6478,59.166.0.5,149.171.126.1,*,143,*,*,FIN,7.166666666666667,3.5629263877386586
6479,59.166.0.5,149.171.126.1,*,21,*,*,FIN,6.833333333333333,2.3392781412696997
6480,59.166.0.5,149.171.126.1,*,22,*,*,FIN,6.777777777777778,4.103596736137642
6481,59.166.0.5,149.171.126.1,*,25,*,*,FIN,13.11111111111111,4.280302285390716
6482,59.166.0.5,149.171.126.1,*,5190,*,*,FIN,13.88888888888889,6.1543921885005455
6483,59.166.0.5,149.171.126.1,*,53,*,*,CON,54.0,7.52772652709081
6484,59.166.0.5,149.171.126.1,*,80,*,*,FIN,27.833333333333332,4.437842318564783
6485,59.166.0.5,149.171.126.1,*,6881,*,*,FIN,19.444444444444443,19.56249876740421
6486,59.166.0.5,149.171.126.2,*,111,*,*,CON,12.0,2.23606797749979
6487,59.166.0.5,149.171.126.2,*,143,*,*,FIN,6.833333333333333,2.386303510546059
6488,59.166.0.5,149.171.126.2,*,21,*,*,FIN,5.277777777777778,2.206192183518309
6489,59.166.0.5,149.171.126.2,*,22,*,*,FIN,6.722222222222222,3.4124861506524917
6490,59.166.0.5,149.171.126.2,*,25,*,*,FIN,12.166666666666666,3.8333333333333335
6491,59.166.0.5,149.171.126.2,*,5190,*,*,FIN,16.555555555555557,3.9752319599996264
6492,59.166.0.5,149.171.126.2,*,53,*,*,CON,56.0,7.803133273813083
6493,59.166.0.5,149.171.126.2,*,6881,*,*,FIN,19.27777777777778,18.564618545189532
6494,59.166.0.5,149.171.126.2,*,80,*,*,FIN,25.72222222222222,5.393468844152111
6495,59.166.0.5,149.171.126.3,*,111,*,*,CON,12.666666666666666,2.7888667551135855
6496,59.166.0.5,149.171.126.3,*,143,*,*,FIN,7.055555555555555,3.792862041932952
6497,59.166.0.5,149.171.126.3,*,21,*,*,FIN,5.388888888888889,2.189340055026448
6498,59.166.0.5,149.171.126.3,*,22,*,*,FIN,6.333333333333333,2.905932629027116
6499,59.166.0.5,149.171.126.3,*,25,*,*,FIN,11.666666666666666,3.0550504633038935
6500,59.166.0.5,149.171.126.3,*,5190,*,*,FIN,17.444444444444443,6.953993434808377
6501,59.166.0.5,149.171.126.3,*,53,*,*,CON,51.888888888888886,9.386094258641277
6502,59.166.0.5,149.171.126.3,*,6881,*,*,FIN,21.055555555555557,20.009642737168893
6503,59.166.0.5,149.171.126.3,*,80,*,*,FIN,29.333333333333332,6.280481227138924
6504,59.166.0.5,149.171.126.4,*,111,*,*,CON,12.833333333333334,3.933474573735315
6505,59.166.0.5,149.171.126.4,*,143,*,*,FIN,6.833333333333333,2.7938424357067015
6506,59.166.0.5,149.171.126.4,*,21,*,*,FIN,5.611111111111111,2.6063786901644224
6507,59.166.0.5,149.171.126.4,*,22,*,*,FIN,7.277777777777778,4.2662181477217755
6508,59.166.0.5,149.171.126.4,*,25,*,*,FIN,10.333333333333334,3.8873012632302006
6509,59.166.0.5,149.171.126.4,*,5190,*,*,FIN,16.944444444444443,6.168668343800181
6510,59.166.0.5,149.171.126.4,*,53,*,*,CON,53.166666666666664,4.901813723284247
6511,59.166.0.5,149.171.126.4,*,80,*,*,FIN,30.555555555555557,5.6393677957553425
6512,59.166.0.5,149.171.126.4,*,6881,*,*,FIN,20.0,17.776388834631177
6513,59.166.0.5,149.171.126.5,*,111,*,*,CON,12.166666666666666,3.624760528488591
6514,59.166.0.5,149.171.126.5,*,143,*,*,FIN,5.888888888888889,2.664350846284844
6515,59.166.0.5,149.171.126.5,*,21,*,*,FIN,5.388888888888889,2.5416287185995277
6516,59.166.0.5,149.171.126.5,*,22,*,*,FIN,6.944444444444445,3.4556270089075527
6517,59.166.0.5,149.171.126.5,*,25,*,*,FIN,11.0,3.0
6518,59.166.0.5,149.171.126.5,*,5190,*,*,FIN,16.055555555555557,5.602303318201881
6519,59.166.0.5,149.171.126.5,*,53,*,*,CON,55.0,7.007932013876213
6520,59.166.0.5,149.171.126.5,*,6881,*,*,FIN,24.555555555555557,25.184259242237932
6521,59.166.0.5,149.171.126.5,*,80,*,*,FIN,28.944444444444443,6.032064527932025
6522,59.166.0.5,149.171.126.6,*,111,*,*,CON,12.444444444444445,2.813108644704925
6523,59.166.0.5,149.171.126.6,*,143,*,*,FIN,6.833333333333333,2.8136571693556887
6524,59.166.0.5,149.171.126.6,*,21,*,*,FIN,5.388888888888889,2.189340055026448
6525,59.166.0.5,149.171.126.6,*,22,*,*,FIN,7.277777777777778,4.494509682262418
6526,59.166.0.5,149.171.126.6,*,25,*,*,FIN,10.88888888888889,3.107140323135458
6527,59.166.0.5,149.171.126.6,*,5190,*,*,FIN,16.166666666666668,4.752192476461085
6528,59.166.0.5,149.171.126.6,*,53,*,*,CON,51.388888888888886,9.35199853203634
6529,59.166.0.5,149.171.126.6,*,6881,*,*,FIN,26.38888888888889,26.396840907134006
6530,59.166.0.5,149.171.126.6,*,80,*,*,FIN,27.88888888888889,6.099989880582581
6531,59.166.0.5,149.171.126.7,*,111,*,*,CON,10.833333333333334,3.3706247360261137
6532,59.166.0.5,149.171.126.7,*,143,*,*,FIN,6.222222222222222,2.506780927261884
6533,59.166.0.5,149.171.126.7,*,21,*,*,FIN,6.055555555555555,1.7786456215091249
6534,59.166.0.5,149.171.126.7,*,22,*,*,FIN,5.722222222222222,2.42224770628796
6535,59.166.0.5,149.171.126.7,*,25,*,*,FIN,9.777777777777779,3.6294406602357947
6536,59.166.0.5,149.171.126.7,*,5190,*,*,FIN,17.166666666666668,6.002314368456369
6537,59.166.0.5,149.171.126.7,*,53,*,*,CON,47.72222222222222,6.444683903597131
6538,59.166.0.5,149.171.126.7,*,6881,*,*,FIN,18.333333333333332,16.058919293927875
6539,59.166.0.5,149.171.126.7,*,80,*,*,FIN,27.72222222222222,4.8854154327566945
6540,59.166.0.5,149.171.126.8,*,111,*,*,CON,9.722222222222221,2.940248582755387
6541,59.166.0.5,149.171.126.8,*,143,*,*,FIN,7.388888888888889,2.4751854899939407
6542,59.166.0.5,149.171.126.8,*,21,*,*,FIN,4.388888888888889,2.3837153281027708
6543,59.166.0.5,149.171.126.8,*,22,*,*,FIN,6.166666666666667,3.5
6544,59.166.0.5,149.171.126.8,*,25,*,*,FIN,10.5,3.0776975521032313
6545,59.166.0.5,149.171.126.8,*,5190,*,*,FIN,14.944444444444445,5.6908525256885545
6546,59.166.0.5,149.171.126.8,*,53,*,*,CON,49.22222222222222,8.045395892168912
6547,59.166.0.5,149.171.126.8,*,6881,*,*,FIN,25.555555555555557,18.309749140287174
6548,59.166.0.5,149.171.126.8,*,80,*,*,FIN,29.166666666666668,5.188127472091127
6549,59.166.0.5,149.171.126.9,*,111,*,*,CON,11.666666666666666,3.018461712712472
6550,59.166.0.5,149.171.126.9,*,143,*,*,FIN,6.388888888888889,2.9276249169456436
6551,59.166.0.5,149.171.126.9,*,21,*,*,FIN,7.055555555555555,2.3681268317719018
6552,59.166.0.5,149.171.126.9,*,22,*,*,FIN,6.722222222222222,3.508807261030695
6553,59.166.0.5,149.171.126.9,*,25,*,*,FIN,11.166666666666666,2.891558595482912
6554,59.166.0.5,149.171.126.9,*,5190,*,*,FIN,15.333333333333334,4.371625682868
6555,59.166.0.5,149.171.126.9,*,53,*,*,CON,51.22222222222222,6.267691011631313
6556,59.166.0.5,149.171.126.9,*,6881,*,*,FIN,19.38888888888889,15.319337412741849
6557,59.166.0.5,149.171.126.9,*,80,*,*,FIN,26.444444444444443,5.880497165510774
6558,59.166.0.6,149.171.126.0,*,111,*,*,CON,11.944444444444445,3.9506992661246723
6559,59.166.0.6,149.171.126.0,*,143,*,*,FIN,5.833333333333333,1.7400510848184252
6560,59.166.0.6,149.171.126.0,*,21,*,*,FIN,6.166666666666667,2.7537852736430515
6561,59.166.0.6,149.171.126.0,*,22,*,*,FIN,5.444444444444445,2.2166597048066667
6562,59.166.0.6,149.171.126.0,*,25,*,*,FIN,10.055555555555555,3.908284963769235
6563,59.166.0.6,149.171.126.0,*,5190,*,*,FIN,14.5,4.362084109434134
6564,59.166.0.6,149.171.126.0,*,53,*,*,CON,51.333333333333336,9.422196016735047
6565,59.166.0.6,149.171.126.0,*,6881,*,*,FIN,15.222222222222221,12.510242717050144
6566,59.166.0.6,149.171.126.0,*,80,*,*,FIN,25.444444444444443,5.539978161030182
6567,59.166.0.6,149.171.126.1,*,111,*,*,CON,11.61111111111111,2.9840108893323967
6568,59.166.0.6,149.171.126.1,*,143,*,*,FIN,7.333333333333333,2.886751345948129
6569,59.166.0.6,149.171.126.1,*,21,*,*,FIN,6.055555555555555,2.0404852969118843
6570,59.166.0.6,149.171.126.1,*,22,*,*,FIN,6.944444444444445,4.115988098220324
6571,59.166.0.6,149.171.126.1,*,25,*,*,FIN,9.833333333333334,3.685557397915997
6572,59.166.0.6,149.171.126.1,*,5190,*,*,FIN,14.88888888888889,6.03590082468492
6573,59.166.0.6,149.171.126.1,*,53,*,*,CON,47.55555555555556,7.33501664182178
6574,59.166.0.6,149.171.126.1,*,80,*,*,FIN,28.444444444444443,6.093915200356483
6575,59.166.0.6,149.171.126.1,*,6881,*,*,FIN,17.11111111111111,13.66214920821956
6576,59.166.0.6,149.171.126.2,*,111,*,*,CON,11.5,3.1490739379485304
6577,59.166.0.6,149.171.126.2,*,143,*,*,FIN,7.611111111111111,2.8894230275435207
6578,59.166.0.6,149.171.126.2,*,21,*,*,FIN,6.388888888888889,2.189340055026448
6579,59.166.0.6,149.171.126.2,*,22,*,*,FIN,6.388888888888889,3.251305530755451
6580,59.166.0.6,149.171.126.2,*,25,*,*,FIN,10.444444444444445,3.130889511912305
6581,59.166.0.6,149.171.126.2,*,5190,*,*,FIN,16.833333333333332,6.576473218982953
6582,59.166.0.6,149.171.126.2,*,53,*,*,CON,50.94444444444444,7.597311090278529
6583,59.166.0.6,149.171.126.2,*,6881,*,*,FIN,20.333333333333332,16.74979270186815
6584,59.166.0.6,149.171.126.2,*,80,*,*,FIN,25.11111111111111,4.331908597692872
6585,59.166.0.6,149.171.126.3,*,111,*,*,CON,12.277777777777779,3.492938202137366
6586,59.166.0.6,149.171.126.3,*,143,*,*,FIN,6.166666666666667,3.0595932917809696
6587,59.166.0.6,149.171.126.3,*,21,*,*,FIN,5.388888888888889,2.6902888917340557
6588,59.166.0.6,149.171.126.3,*,22,*,*,FIN,6.166666666666667,3.419714088113865
6589,59.166.0.6,149.171.126.3,*,25,*,*,FIN,10.777777777777779,3.675074535231384
6590,59.166.0.6,149.171.126.3,*,5190,*,*,FIN,15.222222222222221,5.92129448643299
6591,59.166.0.6,149.171.126.3,*,53,*,*,CON,52.333333333333336,7.0
6592,59.166.0.6,149.171.126.3,*,6881,*,*,FIN,24.666666666666668,18.598088312751095
6593,59.166.0.6,149.171.126.3,*,80,*,*,FIN,25.555555555555557,5.304319227680005
6594,59.166.0.6,149.171.126.4,*,111,*,*,CON,11.722222222222221,3.4287275831576602
6595,59.166.0.6,149.171.126.4,*,143,*,*,FIN,6.722222222222222,2.0222527470223666
6596,59.166.0.6,149.171.126.4,*,21,*,*,FIN,5.944444444444445,2.391471472225654
6597,59.166.0.6,149.171.126.4,*,22,*,*,FIN,6.055555555555555,3.6586612946726573
6598,59.166.0.6,149.171.126.4,*,25,*,*,FIN,10.5,2.852873794770615
6599,59.166.0.6,149.171.126.4,*,5190,*,*,FIN,14.166666666666666,5.861835131689658
6600,59.166.0.6,149.171.126.4,*,53,*,*,CON,54.27777777777778,9.555717052898842
6601,59.166.0.6,149.171.126.4,*,6881,*,*,FIN,20.444444444444443,19.599382706328683
6602,59.166.0.6,149.171.126.4,*,80,*,*,FIN,30.11111111111111,4.544702519159458
6603,59.166.0.6,149.171.126.5,*,111,*,*,CON,8.833333333333334,3.2702361450580972
6604,59.166.0.6,149.171.126.5,*,143,*,*,FIN,5.277777777777778,2.103054803416411
6605,59.166.0.6,149.171.126.5,*,21,*,*,FIN,5.5,1.9507833184532708
6606,59.166.0.6,149.171.126.5,*,22,*,*,FIN,7.444444444444445,3.1836775070876455
6607,59.166.0.6,149.171.126.5,*,25,*,*,FIN,11.166666666666666,2.773886162848873
6608,59.166.0.6,149.171.126.5,*,5190,*,*,FIN,15.11111111111111,5.762801102173306
6609,59.166.0.6,149.171.126.5,*,53,*,*,CON,51.111111111111114,7.730810571910648
6610,59.166.0.6,149.171.126.5,*,80,*,*,FIN,26.88888888888889,5.269291422835279
6611,59.166.0.6,149.171.126.5,*,6881,*,*,FIN,17.055555555555557,16.053633102898207
6612,59.166.0.6,149.171.126.6,*,111,*,*,CON,11.61111111111111,2.3602939762497783
6613,59.166.0.6,149.171.126.6,*,143,*,*,FIN,6.944444444444445,2.7982578354362286
6614,59.166.0.6,149.171.126.6,*,21,*,*,FIN,6.5,2.733536577809454
6615,59.166.0.6,149.171.126.6,*,22,*,*,FIN,5.388888888888889,3.653596232768307
6616,59.166.0.6,149.171.126.6,*,25,*,*,FIN,10.777777777777779,3.4408583482671165
6617,59.166.0.6,149.171.126.6,*,5190,*,*,FIN,15.38888888888889,6.977255819119154
6618,59.166.0.6,149.171.126.6,*,53,*,*,CON,47.72222222222222,7.815977621055445
6619,59.166.0.6,149.171.126.6,*,6881,*,*,FIN,18.11111111111111,18.905874715691734
6620,59.166.0.6,149.171.126.6,*,80,*,*,FIN,25.333333333333332,6.574360974438673
6621,59.166.0.6,149.171.126.7,*,111,*,*,CON,10.61111111111111,3.6989321114927347
6622,59.166.0.6,149.171.126.7,*,143,*,*,FIN,5.277777777777778,2.022252747022366
6623,59.166.0.6,149.171.126.7,*,21,*,*,FIN,6.555555555555555,2.3386183533165767
6624,59.166.0.6,149.171.126.7,*,22,*,*,FIN,6.222222222222222,2.9543857334018515
6625,59.166.0.6,149.171.126.7,*,25,*,*,FIN,9.61111111111111,2.360293976249778
6626,59.166.0.6,149.171.126.7,*,5190,*,*,FIN,13.833333333333334,5.325515102890153
6627,59.166.0.6,149.171.126.7,*,53,*,*,CON,48.833333333333336,6.652067347825035
6628,59.166.0.6,149.171.126.7,*,80,*,*,FIN,25.72222222222222,4.604412805554104
6629,59.166.0.6,149.171.126.7,*,6881,*,*,FIN,18.11111111111111,18.29659618887528
6630,59.166.0.6,149.171.126.8,*,111,*,*,CON,11.61111111111111,3.2341732395173075
6631,59.166.0.6,149.171.126.8,*,143,*,*,FIN,5.722222222222222,2.129307544081867
6632,59.166.0.6,149.171.126.8,*,21,*,*,FIN,6.0,2.8087165910587863
6633,59.166.0.6,149.171.126.8,*,22,*,*,FIN,6.388888888888889,3.6687704402442347
6634,59.166.0.6,149.171.126.8,*,25,*,*,FIN,9.777777777777779,2.779999111821512
6635,59.166.0.6,149.171.126.8,*,5190,*,*,FIN,15.944444444444445,5.071403730967308
6636,59.166.0.6,149.171.126.8,*,53,*,*,CON,50.0,4.83045891539648
6637,59.166.0.6,149.171.126.8,*,6881,*,*,FIN,22.944444444444443,23.121592174661284
6638,59.166.0.6,149.171.126.8,*,80,*,*,FIN,26.444444444444443,4.91282021542981
6639,59.166.0.6,149.171.126.9,*,111,*,*,CON,11.5,3.2702361450580972
6640,59.166.0.6,149.171.126.9,*,143,*,*,FIN,6.888888888888889,2.491962388000645
6641,59.166.0.6,149.171.126.9,*,21,*,*,FIN,4.555555555555555,2.1140330656044943
6642,59.166.0.6,149.171.126.9,*,22,*,*,FIN,6.555555555555555,4.01693944056116
6643,59.166.0.6,149.171.126.9,*,25,*,*,FIN,10.777777777777779,3.0469576001782417
6644,59.166.0.6,149.171.126.9,*,5190,*,*,FIN,14.166666666666666,4.437842318564782
6645,59.166.0.6,149.171.126.9,*,53,*,*,CON,46.833333333333336,7.932002689527196
6646,59.166.0.6,149.171.126.9,*,6881,*,*,FIN,13.555555555555555,10.193801069616454
6647,59.166.0.6,149.171.126.9,*,80,*,*,FIN,25.5,6.808899405271832
6648,59.166.0.7,149.171.126.0,*,111,*,*,CON,12.11111111111111,3.5416394334464947
6649,59.166.0.7,149.171.126.0,*,143,*,*,FIN,6.111111111111111,3.1778554769055756
6650,59.166.0.7,149.171.126.0,*,21,*,*,FIN,5.888888888888889,1.9969111950679366
6651,59.166.0.7,149.171.126.0,*,22,*,*,FIN,5.611111111111111,2.497529643665447
6652,59.166.0.7,149.171.126.0,*,25,*,*,FIN,10.444444444444445,3.286710990610898
6653,59.166.0.7,149.171.126.0,*,5190,*,*,FIN,14.944444444444445,4.600389140813371
6654,59.166.0.7,149.171.126.0,*,53,*,*,CON,50.55555555555556,5.52994095027969
6655,59.166.0.7,149.171.126.0,*,6881,*,*,FIN,18.555555555555557,18.21849555388462
6656,59.166.0.7,149.171.126.0,*,80,*,*,FIN,28.38888888888889,5.292960617533955
6657,59.166.0.7,149.171.126.1,*,111,*,*,CON,11.444444444444445,3.6700321255363875
6658,59.166.0.7,149.171.126.1,*,143,*,*,FIN,6.222222222222222,2.954385733401851
6659,59.166.0.7,149.171.126.1,*,21,*,*,FIN,6.055555555555555,1.899480110808751
6660,59.166.0.7,149.171.126.1,*,22,*,*,FIN,6.055555555555555,4.047938051543749
6661,59.166.0.7,149.171.126.1,*,25,*,*,FIN,12.166666666666666,3.547299442298794
6662,59.166.0.7,149.171.126.1,*,5190,*,*,FIN,15.055555555555555,5.49213803968123
6663,59.166.0.7,149.171.126.1,*,53,*,*,CON,49.5,4.775516260631468
6664,59.166.0.7,149.171.126.1,*,6881,*,*,FIN,17.38888888888889,15.044891672328475
6665,59.166.0.7,149.171.126.1,*,80,*,*,FIN,25.166666666666668,4.633812924819281
6666,59.166.0.7,149.171.126.2,*,111,*,*,CON,10.666666666666666,3.496029493900505
6667,59.166.0.7,149.171.126.2,*,143,*,*,FIN,7.111111111111111,2.131480677027875
6668,59.166.0.7,149.171.126.2,*,21,*,*,FIN,6.166666666666667,1.863389981249825
6669,59.166.0.7,149.171.126.2,*,22,*,*,FIN,4.611111111111111,2.7312774562848565
6670,59.166.0.7,149.171.126.2,*,25,*,*,FIN,10.722222222222221,3.2284422723928086
6671,59.166.0.7,149.171.126.2,*,5190,*,*,FIN,15.38888888888889,5.668028158881759
6672,59.166.0.7,149.171.126.2,*,53,*,*,CON,50.111111111111114,8.31924735437106
6673,59.166.0.7,149.171.126.2,*,6881,*,*,FIN,24.833333333333332,15.366811279146006
